project_id,client_id,client_name,sector,service_line,start_date,planned_end_date,actual_end_date,status,complexity,team_size,senior_staff_count,junior_staff_count,contract_value_usd,actual_cost_usd,delay_days,cost_overrun_pct,client_satisfaction_score,renewed_within_12m,acquisition_channel
P0052,C-A-Client-04,A-Client-04,Agriculture,Market & Social Research,2022-03-18,2022-04-18,2022-05-24,Completed,Low,2,1,1,5800.0,8100.0,36.0,0.397,2.9,No,Repeat Client
P1247,C-CEAT-Client-05,CEAT-Client-05,Creative Economy and Tourism,Market & Social Research,2022-03-20,2022-12-20,2023-02-25,Completed,High,7,3,4,282600.0,354400.0,67.0,0.254,2.2,No,Competitive Tender
P0904,C-FAI-Client-06,FAI-Client-06,Finance and Insurance,Political Risk Management,2022-03-21,2022-06-21,2022-06-22,Completed,Medium,6,2,4,136200.0,137800.0,1.0,0.012,4.1,No,Repeat Client
P1111,C-PS-Client-02,PS-Client-02,Public Sector,Data Visualization & Analytics,2022-03-22,2022-04-22,2022-04-26,Completed,Low,3,1,2,11200.0,12400.0,4.0,0.108,4.2,No,Direct Outreach
P0056,C-A-Client-08,A-Client-08,Agriculture,Market & Social Research,2022-03-24,2022-06-24,2022-06-26,Completed,Low,4,1,3,42800.0,43400.0,2.0,0.015,3.7,Yes,Competitive Tender
P1250,C-CEAT-Client-02,CEAT-Client-02,Creative Economy and Tourism,Digital Transformation,2022-03-25,2022-06-25,2022-06-27,Completed,Low,2,1,1,17000.0,17400.0,2.0,0.022,3.7,No,Referral
P0051,C-A-Client-01,A-Client-01,Agriculture,Digital Transformation,2022-03-26,2022-11-26,2022-11-28,Completed,High,8,3,5,292500.0,294500.0,2.0,0.007,3.5,Yes,Repeat Client
P0666,C-E-Client-06,E-Client-06,Energy,Data Visualization & Analytics,2022-03-28,2022-07-28,2022-10-07,Completed,Medium,4,2,2,103000.0,137600.0,71.0,0.336,3.0,No,Competitive Tender
P0903,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Digital Transformation,2022-03-28,2022-05-28,2022-05-30,Completed,Medium,4,1,3,50700.0,52000.0,2.0,0.026,4.6,No,Competitive Tender
P1252,C-CEAT-Client-05,CEAT-Client-05,Creative Economy and Tourism,Political Risk Management,2022-04-01,2022-10-01,2022-12-28,Completed,High,8,4,4,189400.0,255500.0,88.0,0.349,1.5,No,Repeat Client
P1444,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Strategic Planning,2022-04-01,2022-05-01,2022-05-02,Completed,Low,2,1,1,9300.0,9600.0,1.0,0.028,4.3,No,Referral
P1251,C-CEAT-Client-03,CEAT-Client-03,Creative Economy and Tourism,Data Visualization & Analytics,2022-04-02,2022-07-02,2022-07-06,Completed,Medium,8,2,6,72800.0,75900.0,4.0,0.043,4.1,Yes,Repeat Client
P0667,C-E-Client-01,E-Client-01,Energy,Political Risk Management,2022-04-03,2022-10-03,2022-10-07,Completed,High,9,4,5,365200.0,370300.0,4.0,0.014,4.8,No,Repeat Client
P0061,C-A-Client-07,A-Client-07,Agriculture,Strategic Planning,2022-04-03,2023-01-03,2023-01-03,Completed,High,10,4,6,459300.0,459300.0,0.0,0.0,4.1,No,Repeat Client
P1115,C-PS-Client-06,PS-Client-06,Public Sector,Data Visualization & Analytics,2022-04-07,2022-06-07,2022-06-08,Completed,Low,4,2,2,32600.0,33200.0,1.0,0.017,4.1,No,Repeat Client
P1113,C-PS-Client-08,PS-Client-08,Public Sector,Stakeholder Engagement,2022-04-09,2022-07-09,2022-07-10,Completed,Medium,6,2,4,79700.0,80700.0,1.0,0.012,4.0,No,Repeat Client
P1114,C-PS-Client-08,PS-Client-08,Public Sector,Political Risk Management,2022-04-11,2022-08-11,2022-10-09,Completed,Medium,5,1,4,101000.0,129300.0,59.0,0.28,3.5,Yes,Referral
P0907,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Digital Transformation,2022-04-13,2022-11-13,2022-12-12,Completed,High,11,5,6,574800.0,653000.0,29.0,0.136,3.9,No,Repeat Client
P1253,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Digital Transformation,2022-04-16,2022-06-16,2022-06-19,Completed,Medium,6,2,4,46100.0,48300.0,3.0,0.047,4.7,No,Repeat Client
P0060,C-A-Client-02,A-Client-02,Agriculture,Stakeholder Engagement,2022-04-17,2022-06-17,2022-06-21,Completed,Medium,5,2,3,47300.0,50800.0,4.0,0.075,3.8,No,Repeat Client
P1445,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Market & Social Research,2022-04-17,2022-06-17,2022-06-17,Completed,Medium,7,3,4,79500.0,79500.0,0.0,0.0,4.2,Yes,Repeat Client
P0272,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Digital Transformation,2022-04-17,2022-05-17,2022-05-17,Completed,Low,4,2,2,20100.0,20100.0,0.0,0.0,4.2,Yes,Referral
P0059,C-A-Client-03,A-Client-03,Agriculture,Strategic Planning,2022-04-19,2022-06-19,2022-06-20,Completed,Low,4,1,3,24300.0,24600.0,1.0,0.012,4.3,Yes,Repeat Client
P0905,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Data Visualization & Analytics,2022-04-20,2022-06-20,2022-06-20,Completed,Low,4,1,3,43500.0,43500.0,0.0,0.0,4.3,No,Repeat Client
P1442,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Digital Transformation,2022-04-22,2022-07-22,2022-08-04,Completed,Medium,8,3,5,136100.0,151900.0,13.0,0.116,3.5,No,Repeat Client
P1443,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Digital Transformation,2022-04-23,2022-09-23,2022-10-18,Completed,High,12,5,7,366800.0,409000.0,25.0,0.115,3.2,Yes,Repeat Client
P1446,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Strategic Planning,2022-04-24,2022-08-24,2022-08-28,Completed,Medium,6,2,4,118800.0,123200.0,4.0,0.037,4.4,Yes,Repeat Client
P0058,C-A-Client-01,A-Client-01,Agriculture,Strategic Planning,2022-04-24,2022-06-24,2022-06-27,Completed,Medium,6,2,4,42500.0,44500.0,3.0,0.048,4.2,Yes,Repeat Client
P0271,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Political Risk Management,2022-04-25,2022-08-25,2022-08-27,Completed,Medium,8,3,5,160000.0,162900.0,2.0,0.018,4.0,Yes,Competitive Tender
P1441,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Digital Transformation,2022-04-25,2022-07-25,2022-07-27,Completed,Low,4,1,3,57700.0,59100.0,2.0,0.024,4.0,No,Repeat Client
P0273,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Strategic Planning,2022-04-26,2022-08-26,2022-11-21,Completed,Medium,7,3,4,139900.0,179900.0,87.0,0.286,2.4,No,Repeat Client
P0906,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Political Risk Management,2022-04-27,2022-06-27,2022-06-29,Completed,Low,2,1,1,19600.0,20300.0,2.0,0.035,3.6,Yes,Referral
P0908,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Strategic Planning,2022-04-28,2022-09-28,2022-10-10,Completed,Medium,7,1,6,221600.0,241300.0,12.0,0.089,4.2,Yes,Referral
P1447,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Stakeholder Engagement,2022-05-01,2022-08-01,2022-08-03,Completed,Low,2,1,1,24500.0,24900.0,2.0,0.015,4.1,No,Referral
P0063,C-A-Client-06,A-Client-06,Agriculture,Data Visualization & Analytics,2022-05-03,2022-10-03,2022-10-07,Completed,Medium,8,3,5,160800.0,165800.0,4.0,0.031,4.4,Yes,Repeat Client
P0909,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Strategic Planning,2022-05-05,2023-02-05,2023-02-06,Completed,High,7,2,5,452800.0,454200.0,1.0,0.003,4.5,Yes,Repeat Client
P0064,C-A-Client-05,A-Client-05,Agriculture,Political Risk Management,2022-05-07,2022-09-07,2022-09-09,Completed,Medium,5,2,3,72300.0,73700.0,2.0,0.019,4.0,Yes,Repeat Client
P0910,C-FAI-Client-08,FAI-Client-08,Finance and Insurance,Market & Social Research,2022-05-14,2023-01-14,2023-01-17,Completed,High,14,7,7,1052000.0,1068800.0,3.0,0.016,4.3,No,Repeat Client
P0274,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Political Risk Management,2022-05-16,2022-07-16,2022-07-20,Completed,Low,3,1,2,26500.0,28200.0,4.0,0.064,3.9,No,Repeat Client
P1254,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Stakeholder Engagement,2022-05-18,2022-08-18,2022-08-19,Completed,Medium,5,2,3,62800.0,63200.0,1.0,0.007,4.5,Yes,Repeat Client
P0062,C-A-Client-01,A-Client-01,Agriculture,Stakeholder Engagement,2022-05-19,2022-08-19,2022-09-24,Completed,Medium,8,2,6,96800.0,116000.0,36.0,0.198,3.2,No,Repeat Client
P1117,C-PS-Client-04,PS-Client-04,Public Sector,Strategic Planning,2022-05-19,2022-06-19,2022-07-21,Completed,Low,4,2,2,14300.0,18800.0,32.0,0.318,2.4,No,Competitive Tender
P0277,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Political Risk Management,2022-05-20,2022-09-20,2022-11-15,Completed,Medium,7,3,4,174300.0,217400.0,56.0,0.247,3.1,No,Repeat Client
P0276,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Data Visualization & Analytics,2022-05-20,2022-06-20,2022-06-20,Completed,Low,2,1,1,9900.0,9900.0,0.0,0.0,4.5,Yes,Competitive Tender
P0911,C-FAI-Client-01,FAI-Client-01,Finance and Insurance,Digital Transformation,2022-05-20,2022-07-20,2022-07-22,Completed,Low,3,1,2,32300.0,33700.0,2.0,0.042,3.6,No,Competitive Tender
P1448,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Strategic Planning,2022-05-22,2022-10-22,2022-10-25,Completed,High,8,2,6,230600.0,234500.0,3.0,0.017,4.3,Yes,Repeat Client
P1257,C-CEAT-Client-03,CEAT-Client-03,Creative Economy and Tourism,Strategic Planning,2022-05-22,2022-07-22,2022-07-25,Completed,Medium,6,2,4,44400.0,46400.0,3.0,0.045,3.9,No,Direct Outreach
P0275,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Data Visualization & Analytics,2022-05-23,2022-10-23,2022-10-24,Completed,Medium,4,2,2,107900.0,108700.0,1.0,0.007,4.2,No,Repeat Client
P1256,C-CEAT-Client-07,CEAT-Client-07,Creative Economy and Tourism,Stakeholder Engagement,2022-05-24,2022-08-24,2022-11-17,Completed,Medium,4,1,3,49000.0,77400.0,85.0,0.58,1.7,No,Repeat Client
P1118,C-PS-Client-09,PS-Client-09,Public Sector,Political Risk Management,2022-05-24,2022-09-24,2022-11-23,Completed,Medium,5,1,4,81300.0,108300.0,60.0,0.332,2.2,No,Repeat Client
P1255,C-CEAT-Client-08,CEAT-Client-08,Creative Economy and Tourism,Stakeholder Engagement,2022-05-25,2022-09-25,2022-09-26,Completed,Medium,8,3,5,114300.0,115400.0,1.0,0.01,4.2,No,Competitive Tender
P1449,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Digital Transformation,2022-05-28,2022-08-28,2022-08-28,Completed,Low,2,1,1,29900.0,29900.0,0.0,0.0,4.4,No,Competitive Tender
P1116,C-PS-Client-08,PS-Client-08,Public Sector,Market & Social Research,2022-05-28,2022-10-28,2022-11-01,Completed,Medium,6,3,3,148800.0,152200.0,4.0,0.023,4.1,Yes,Referral
P0279,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Political Risk Management,2022-06-04,2022-09-04,2022-09-07,Completed,Low,4,2,2,49500.0,50500.0,3.0,0.02,4.7,Yes,Repeat Client
P0913,C-FAI-Client-01,FAI-Client-01,Finance and Insurance,Strategic Planning,2022-06-04,2023-01-04,2023-01-05,Completed,High,14,6,8,790000.0,792400.0,1.0,0.003,4.8,No,Direct Outreach
P0065,C-A-Client-08,A-Client-08,Agriculture,Data Visualization & Analytics,2022-06-05,2023-03-05,2023-05-09,Completed,High,11,3,8,546500.0,632300.0,65.0,0.157,3.4,No,Repeat Client
P1120,C-PS-Client-03,PS-Client-03,Public Sector,Political Risk Management,2022-06-05,2023-01-05,2023-01-31,Completed,High,7,3,4,252400.0,283200.0,26.0,0.122,3.7,No,Repeat Client
P0914,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Digital Transformation,2022-06-09,2022-10-09,2022-10-10,Completed,Medium,4,2,2,109500.0,110500.0,1.0,0.009,4.4,No,Repeat Client
P0068,C-A-Client-02,A-Client-02,Agriculture,Market & Social Research,2022-06-09,2022-07-09,2022-07-13,Completed,Low,3,1,2,10900.0,11800.0,4.0,0.08,4.0,No,Competitive Tender
P1258,C-CEAT-Client-05,CEAT-Client-05,Creative Economy and Tourism,Strategic Planning,2022-06-10,2022-07-10,2022-07-12,Completed,Low,4,1,3,13600.0,14400.0,2.0,0.058,4.3,No,Referral
P1451,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Digital Transformation,2022-06-10,2022-08-10,2022-08-10,Completed,Low,4,1,3,36500.0,36500.0,0.0,0.0,4.3,No,Referral
P0282,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Digital Transformation,2022-06-11,2022-10-11,2022-10-14,Completed,Medium,6,2,4,129600.0,133200.0,3.0,0.028,3.7,No,Repeat Client
P0281,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Political Risk Management,2022-06-13,2022-11-13,2022-11-15,Completed,Medium,4,1,3,121900.0,123000.0,2.0,0.009,4.4,No,Referral
P1259,C-CEAT-Client-02,CEAT-Client-02,Creative Economy and Tourism,Political Risk Management,2022-06-15,2022-09-15,2022-10-28,Completed,Low,2,1,1,19500.0,23800.0,43.0,0.222,3.3,No,Repeat Client
P1452,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Data Visualization & Analytics,2022-06-15,2022-08-15,2022-08-17,Completed,Low,3,1,2,24100.0,24600.0,2.0,0.02,3.7,No,Repeat Client
P0280,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Political Risk Management,2022-06-15,2022-07-15,2022-07-18,Completed,Low,3,1,2,12200.0,13400.0,3.0,0.097,4.2,No,Repeat Client
P1121,C-PS-Client-09,PS-Client-09,Public Sector,Digital Transformation,2022-06-16,2022-09-16,2022-09-20,Completed,Medium,8,3,5,102700.0,106300.0,4.0,0.035,3.9,Yes,Repeat Client
P0670,C-E-Client-10,E-Client-10,Energy,Market & Social Research,2022-06-16,2022-08-16,2022-08-17,Completed,Medium,5,1,4,58400.0,59300.0,1.0,0.015,4.2,No,Referral
P0278,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Digital Transformation,2022-06-17,2022-09-17,2022-09-19,Completed,Low,3,1,2,37200.0,37800.0,2.0,0.017,4.8,No,Referral
P0067,C-A-Client-04,A-Client-04,Agriculture,Stakeholder Engagement,2022-06-19,2022-08-19,2022-08-19,Completed,Medium,4,2,2,32800.0,32800.0,0.0,0.0,4.7,No,Competitive Tender
P0915,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Stakeholder Engagement,2022-06-19,2022-09-19,2022-09-22,Completed,Medium,6,2,4,116100.0,120200.0,3.0,0.035,4.7,Yes,Repeat Client
P0669,C-E-Client-01,E-Client-01,Energy,Market & Social Research,2022-06-21,2022-10-21,2022-10-21,Completed,High,8,2,6,264300.0,264300.0,0.0,0.0,3.8,No,Referral
P0668,C-E-Client-04,E-Client-04,Energy,Political Risk Management,2022-06-21,2022-08-21,2022-08-24,Completed,Low,4,1,3,37700.0,39900.0,3.0,0.059,4.1,No,Competitive Tender
P0066,C-A-Client-08,A-Client-08,Agriculture,Stakeholder Engagement,2022-06-25,2022-07-25,2022-07-28,Completed,Low,2,1,1,6400.0,6800.0,3.0,0.062,3.6,Yes,Repeat Client
P1450,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Data Visualization & Analytics,2022-06-25,2022-09-25,2022-09-27,Completed,Medium,4,1,3,71700.0,73600.0,2.0,0.027,4.5,Yes,Referral
P0912,C-FAI-Client-08,FAI-Client-08,Finance and Insurance,Political Risk Management,2022-06-27,2022-09-27,2022-09-27,Completed,Low,2,1,1,27800.0,27800.0,0.0,0.0,4.8,Yes,Repeat Client
P1119,C-PS-Client-03,PS-Client-03,Public Sector,Digital Transformation,2022-06-28,2022-08-28,2022-08-29,Completed,Low,2,1,1,16000.0,16300.0,1.0,0.021,4.4,Yes,Referral
P0919,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Political Risk Management,2022-07-02,2022-11-02,2022-11-02,Completed,High,9,4,5,318600.0,318600.0,0.0,0.0,4.4,Yes,Repeat Client
P0674,C-E-Client-06,E-Client-06,Energy,Data Visualization & Analytics,2022-07-03,2022-09-03,2022-10-21,Completed,Medium,4,2,2,48400.0,76200.0,48.0,0.575,2.3,No,Referral
P0286,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Digital Transformation,2022-07-04,2022-09-04,2022-09-08,Completed,Low,3,1,2,31600.0,33200.0,4.0,0.052,4.4,No,Repeat Client
P0673,C-E-Client-04,E-Client-04,Energy,Political Risk Management,2022-07-05,2022-12-05,2023-02-21,Completed,Medium,4,2,2,134900.0,177400.0,78.0,0.315,2.0,No,Referral
P1457,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Political Risk Management,2022-07-05,2022-12-05,2022-12-06,Completed,Medium,5,2,3,117000.0,117800.0,1.0,0.007,4.0,No,Competitive Tender
P1124,C-PS-Client-05,PS-Client-05,Public Sector,Political Risk Management,2022-07-06,2022-09-06,2022-10-17,Completed,Medium,5,2,3,41900.0,53900.0,41.0,0.287,3.4,Yes,Repeat Client
P1455,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Market & Social Research,2022-07-06,2022-12-06,2022-12-09,Completed,Medium,4,2,2,111500.0,114200.0,3.0,0.024,4.2,Yes,Repeat Client
P1453,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Political Risk Management,2022-07-06,2022-08-06,2022-08-06,Completed,Low,3,1,2,13400.0,13400.0,0.0,0.0,4.5,Yes,Repeat Client
P1126,C-PS-Client-06,PS-Client-06,Public Sector,Stakeholder Engagement,2022-07-11,2023-01-11,2023-01-13,Completed,High,12,5,7,423200.0,426200.0,2.0,0.007,4.3,Yes,Repeat Client
P1122,C-PS-Client-05,PS-Client-05,Public Sector,Stakeholder Engagement,2022-07-11,2022-09-11,2022-09-11,Completed,Low,3,1,2,21000.0,21000.0,0.0,0.0,4.3,Yes,Competitive Tender
P0069,C-A-Client-08,A-Client-08,Agriculture,Stakeholder Engagement,2022-07-12,2022-11-12,2022-12-19,Completed,Medium,5,2,3,86600.0,101400.0,37.0,0.171,3.1,No,Repeat Client
P1454,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Data Visualization & Analytics,2022-07-13,2022-09-13,2022-09-14,Completed,Low,2,1,1,16600.0,16900.0,1.0,0.018,4.5,Yes,Repeat Client
P0284,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Market & Social Research,2022-07-14,2022-08-14,2022-08-14,Completed,Low,4,2,2,18600.0,18600.0,0.0,0.0,4.5,No,Referral
P0283,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Strategic Planning,2022-07-16,2022-11-16,2023-01-25,Completed,High,8,2,6,225800.0,279100.0,70.0,0.236,3.1,No,Repeat Client
P0671,C-E-Client-01,E-Client-01,Energy,Strategic Planning,2022-07-17,2022-10-17,2022-10-20,Completed,Low,3,1,2,42800.0,43800.0,3.0,0.024,3.8,No,Direct Outreach
P0285,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Digital Transformation,2022-07-18,2022-11-18,2022-12-29,Completed,High,15,6,9,374300.0,466000.0,41.0,0.245,2.8,No,Repeat Client
P1456,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Strategic Planning,2022-07-20,2022-09-20,2022-09-20,Completed,Low,2,1,1,16300.0,16300.0,0.0,0.0,4.1,No,Repeat Client
P1260,C-CEAT-Client-02,CEAT-Client-02,Creative Economy and Tourism,Strategic Planning,2022-07-22,2022-11-22,2022-11-26,Completed,Medium,6,3,3,78400.0,81700.0,4.0,0.042,3.6,Yes,Repeat Client
P0918,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Stakeholder Engagement,2022-07-22,2022-12-22,2022-12-23,Completed,Medium,5,2,3,168000.0,168800.0,1.0,0.005,4.3,No,Repeat Client
P0672,C-E-Client-07,E-Client-07,Energy,Digital Transformation,2022-07-23,2022-11-23,2023-02-06,Completed,Medium,4,1,3,117000.0,160300.0,75.0,0.37,2.8,No,Competitive Tender
P0916,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Digital Transformation,2022-07-23,2023-04-23,2023-07-27,Completed,High,8,2,6,498800.0,650400.0,95.0,0.304,2.4,No,Competitive Tender
P0070,C-A-Client-01,A-Client-01,Agriculture,Digital Transformation,2022-07-23,2022-11-23,,Cancelled,Medium,8,3,5,149700.0,152200.0,,,,N/A,Repeat Client
P0917,C-FAI-Client-06,FAI-Client-06,Finance and Insurance,Digital Transformation,2022-07-24,2022-08-24,2022-08-25,Completed,Low,3,1,2,14400.0,14900.0,1.0,0.033,4.3,Yes,Repeat Client
P1125,C-PS-Client-08,PS-Client-08,Public Sector,Digital Transformation,2022-07-27,2022-10-27,2022-10-28,Completed,Low,2,1,1,24900.0,25100.0,1.0,0.009,5.0,Yes,Competitive Tender
P0920,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Political Risk Management,2022-07-28,2022-09-28,2022-10-01,Completed,Low,2,1,1,19000.0,19900.0,3.0,0.047,3.5,No,Repeat Client
P1123,C-PS-Client-02,PS-Client-02,Public Sector,Digital Transformation,2022-07-28,2022-09-28,2022-10-28,Completed,Medium,7,3,4,53000.0,68900.0,30.0,0.3,3.3,Yes,Repeat Client
P1460,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Strategic Planning,2022-08-01,2023-01-01,2023-01-05,Completed,Medium,5,1,4,143600.0,146200.0,4.0,0.018,3.9,No,Repeat Client
P0677,C-E-Client-03,E-Client-03,Energy,Political Risk Management,2022-08-01,2022-11-01,2022-11-03,Completed,Low,4,2,2,61100.0,62000.0,2.0,0.015,4.0,No,Repeat Client
P0076,C-A-Client-03,A-Client-03,Agriculture,Digital Transformation,2022-08-02,2022-10-02,2022-10-04,Completed,Medium,6,2,4,41500.0,42700.0,2.0,0.029,4.0,No,Competitive Tender
P0287,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Data Visualization & Analytics,2022-08-02,2022-12-02,2022-12-06,Completed,Medium,8,3,5,168000.0,174600.0,4.0,0.039,4.2,Yes,Competitive Tender
P1459,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Political Risk Management,2022-08-03,2022-11-03,2022-11-04,Completed,Low,4,1,3,48600.0,49100.0,1.0,0.011,4.1,Yes,Competitive Tender
P0072,C-A-Client-03,A-Client-03,Agriculture,Data Visualization & Analytics,2022-08-04,2022-09-04,2022-09-26,Completed,Low,4,1,3,12500.0,17200.0,22.0,0.372,3.5,No,Competitive Tender
P1261,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Political Risk Management,2022-08-10,2022-11-10,2022-11-14,Completed,Low,3,1,2,29200.0,30700.0,4.0,0.05,4.0,Yes,Referral
P0073,C-A-Client-06,A-Client-06,Agriculture,Market & Social Research,2022-08-10,2022-11-10,2022-11-12,Completed,Low,2,1,1,21500.0,21800.0,2.0,0.015,3.3,No,Repeat Client
P0675,C-E-Client-03,E-Client-03,Energy,Digital Transformation,2022-08-10,2022-11-10,2022-11-12,Completed,Medium,7,2,5,132700.0,135500.0,2.0,0.021,3.7,No,Referral
P0921,C-FAI-Client-05,FAI-Client-05,Finance and Insurance,Strategic Planning,2022-08-11,2022-11-11,2022-11-14,Completed,Medium,6,3,3,134400.0,137200.0,3.0,0.021,4.6,Yes,Repeat Client
P0678,C-E-Client-07,E-Client-07,Energy,Stakeholder Engagement,2022-08-12,2022-11-12,2022-12-02,Completed,Medium,5,2,3,108000.0,124000.0,20.0,0.148,3.6,No,Direct Outreach
P0922,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Political Risk Management,2022-08-17,2022-11-17,2022-12-26,Completed,Medium,8,3,5,180700.0,219200.0,39.0,0.213,3.6,No,Repeat Client
P1127,C-PS-Client-01,PS-Client-01,Public Sector,Political Risk Management,2022-08-18,2022-12-18,2022-12-19,Completed,Medium,6,2,4,108600.0,109700.0,1.0,0.01,4.6,Yes,Repeat Client
P0074,C-A-Client-08,A-Client-08,Agriculture,Data Visualization & Analytics,2022-08-22,2022-11-22,2022-11-22,Completed,Low,3,1,2,31200.0,31200.0,0.0,0.0,4.3,Yes,Repeat Client
P1461,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Digital Transformation,2022-08-22,2023-01-22,2023-01-25,Completed,Medium,6,2,4,164500.0,167800.0,3.0,0.02,4.1,No,Repeat Client
P0676,C-E-Client-09,E-Client-09,Energy,Stakeholder Engagement,2022-08-22,2022-11-22,2022-11-23,Completed,Medium,4,1,3,82700.0,83400.0,1.0,0.008,4.1,Yes,Direct Outreach
P1458,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Strategic Planning,2022-08-23,2023-02-23,2023-03-13,Completed,High,8,2,6,358200.0,385100.0,18.0,0.075,3.9,Yes,Repeat Client
P0071,C-A-Client-03,A-Client-03,Agriculture,Data Visualization & Analytics,2022-08-27,2022-12-27,2022-12-31,Completed,Medium,4,2,2,63300.0,65200.0,4.0,0.03,4.2,No,Referral
P0075,C-A-Client-07,A-Client-07,Agriculture,Data Visualization & Analytics,2022-08-28,2022-09-28,2022-11-08,Completed,Low,2,1,1,6600.0,9400.0,41.0,0.431,2.5,Yes,Referral
P1466,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Data Visualization & Analytics,2022-09-02,2022-12-02,2022-12-06,Completed,Low,4,1,3,62000.0,64500.0,4.0,0.04,4.1,No,Competitive Tender
P1128,C-PS-Client-04,PS-Client-04,Public Sector,Stakeholder Engagement,2022-09-04,2022-11-04,,Cancelled,Low,4,2,2,27700.0,35100.0,,,,N/A,Competitive Tender
P0288,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Market & Social Research,2022-09-04,2022-12-04,2023-02-09,Completed,Medium,5,1,4,76500.0,112800.0,67.0,0.475,2.2,No,Repeat Client
P0077,C-A-Client-07,A-Client-07,Agriculture,Stakeholder Engagement,2022-09-09,2023-02-09,2023-02-11,Completed,High,14,7,7,333600.0,336300.0,2.0,0.008,4.6,Yes,Repeat Client
P1462,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Political Risk Management,2022-09-11,2023-04-11,2023-07-27,Completed,High,7,2,5,347800.0,432700.0,107.0,0.244,2.7,No,Competitive Tender
P1464,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Stakeholder Engagement,2022-09-13,2023-06-13,2023-06-16,Completed,High,14,5,9,962000.0,973500.0,3.0,0.012,4.1,No,Repeat Client
P1463,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Strategic Planning,2022-09-14,2023-02-14,2023-04-24,Completed,Medium,4,1,3,102000.0,133200.0,69.0,0.306,2.9,No,Direct Outreach
P1262,C-CEAT-Client-06,CEAT-Client-06,Creative Economy and Tourism,Political Risk Management,2022-09-17,2022-12-17,2022-12-17,Completed,Low,2,1,1,18800.0,18800.0,0.0,0.0,4.5,Yes,Referral
P1465,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Political Risk Management,2022-09-18,2022-11-18,2022-11-18,Completed,Low,3,1,2,22600.0,22600.0,0.0,0.0,4.3,No,Repeat Client
